packet_id,entity,exposure_basis_usd,remaining_gap,source_form,named_agreement,accession,action,source_uri
adjudication:4db3e94124652cd6,ITT INC.,1100000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000021622825000061,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/216228/000021622825000061/exhibit101-ittamendmentno1.htm
adjudication:c1e71248928face7,DiamondRock Hospitality Co,1100000000.0,determine collateral scope,8-K_body,Credit Agreement,000110465925069789,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1298946/000110465925069789/tm2521322d1_8k.htm
adjudication:e7165f9d8fb7b917,"HASBRO, INC.",1100000000.0,determine collateral scope,other,Credit Agreement,000095015726000171,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/46080/000095015726000171/form8-k.htm
adjudication:dcdddcde6f06e268,"ALASKA AIR GROUP, INC.",1100000000.0,determine collateral scope,other,guarantee agreement,000076642126000015,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/766421/000076642126000015/alk-20260420.htm
adjudication:385b8e13d5aaaa13,COMFORT SYSTEMS USA INC,1100000000.0,determine recourse and guarantee scope,EX-10_exhibit,Credit Agreement,000110465925086404,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1035983/000110465925086404/tm2524764d1_ex10-1.htm
adjudication:b639f94030f7e7fc,PACKAGING CORP OF AMERICA,1100000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000119312525174557,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/75677/000119312525174557/d19330dex102.htm
adjudication:0610762528222dd5,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",1100000000.0,determine collateral scope,424B_prospectus,indenture,000119312526003396,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1022837/000119312526003396/d45298d424b2.htm
adjudication:1e20a29137791bcc,DYCOM INDUSTRIES INC,1090000000.0,determine collateral scope,other,Credit Agreement,000119312526099470,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/67215/000119312526099470/d72789dex993.htm
adjudication:4ac74da36f3f5f44,"Intellia Therapeutics, Inc.",1063400000.0,determine collateral scope,424B_prospectus,indenture,000119312526085425,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1652130/000119312526085425/d848543d424b5.htm
adjudication:a2cb96ff50c86da1,SS&C Technologies Holdings Inc,1050000000.0,determine collateral scope,other,Credit Agreement,000119312525238996,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1402436/000119312525238996/ssnc-20251014.htm
adjudication:bd8031228adb5ade,Science Applications International Corp,1050000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000157112324000022,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1571123/000157112324000022/saic8k02082024exhibit101.htm
adjudication:210453a0307714b0,"Delek Logistics Partners, LP",1050000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000119312526129319,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1552797/000119312526129319/d134164dex101.htm
adjudication:9bf14297e541973c,Urban Edge Properties,1025000000.0,determine collateral scope,other,Credit Agreement,000161154726000004,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1611547/000161154726000004/ue-20260122.htm
adjudication:e5b8ef59eaeb64f8,General Motors Co,1000000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000119312523284798,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1467858/000119312523284798/d613794dex102.htm
adjudication:373ca4c3fc69ec11,General Motors Co,1000000000.0,determine collateral scope,EX-10_exhibit,CREDIT AGREEMENT,000119312525062882,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1467858/000119312525062882/d943807dex101.htm
adjudication:986aac9f1ee3d9d1,TransDigm Group INC,1000000000.0,determine collateral scope,other,Credit Agreement,000126022126000033,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1260221/000126022126000033/tdg-20260414.htm
adjudication:ef05431c7036ed7a,Tennessee Valley Authority,1000000000.0,determine collateral scope,other,Credit Agreement,000137698625000051,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1376986/000137698625000051/tve-20250910.htm
adjudication:0c9b0cb3e663484b,"Delek US Holdings, Inc.",1000000000.0,determine collateral scope,EX-10_exhibit,CREDIT AGREEMENT,000119312526151245,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1694426/000119312526151245/d94216dex101.htm
adjudication:30303e32c36ad5d4,TARGET CORP,1000000000.0,determine collateral scope,other,Credit Agreement,000002741923000041,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/27419/000002741923000041/tgt-20231018.htm
adjudication:77ce0e661451db35,TELEFLEX INC,1000000000.0,determine collateral scope,8-K_body,credit agreement,000119312526242184,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/96943/000119312526242184/d126197d8k.htm
adjudication:e495ce9cc01a2e87,MCKESSON CORP,1000000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000092765324000125,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/927653/000092765324000125/mck_exhibit101930202410-q.htm
adjudication:a6b92eacae8d47d3,CARDINAL HEALTH INC,1000000000.0,determine collateral scope,other,Credit Agreement,000072137125000125,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/721371/000072137125000125/cah-20251007.htm
adjudication:88d3e59e3d2903b2,ROYAL CARIBBEAN CRUISES LTD,1000000000.0,determine collateral scope,EX-10_exhibit,credit agreement,000088488725000050,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/884887/000088488725000050/a2024q4exhibit1072.htm
adjudication:1e73d2394c0cbd4c,MCKESSON CORP,1000000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000092765325000036,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/927653/000092765325000036/mck_ex1023x3312025xmckesso.htm
adjudication:fb54f7deb7de8ea5,"Cheniere Energy Partners, L.P.",1000000000.0,determine collateral scope,424B_prospectus,Indenture,000119312526022646,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1383650/000119312526022646/d62830d424b3.htm
adjudication:16a4699cb7029c4d,Howmet Aerospace Inc.,1000000000.0,determine collateral scope,424B_prospectus,Credit Agreement,000110465926015902,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/4281/000110465926015902/tm266225-1_424b5.htm
adjudication:42820e9238d639f0,LOWES COMPANIES INC,1000000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000119312525208264,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/60667/000119312525208264/d56079dex103.htm
adjudication:0bd30a4083931895,CONOCOPHILLIPS,1000000000.0,determine collateral scope,8-K_body,indenture,000110465924122112,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1163165/000110465924122112/tm2428935d2_8k.htm
adjudication:3bc13697f14221fd,COMMERCIAL METALS Co,1000000000.0,determine collateral scope,8-K_body,Credit Agreement,000119312525322952,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/22444/000119312525322952/d21012d8k.htm
adjudication:8d6c8a27cba4d9d1,ROYAL GOLD INC,1000000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000008553525000125,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/85535/000008553525000125/ex104revolvingfacilitycred.htm
adjudication:3d018890c4e03b37,Chubb Ltd,1000000000.0,determine collateral scope,EX-4_exhibit,Indenture,000110465926064150,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/896159/000110465926064150/tm2615040d1_ex4-1.htm
adjudication:3fa2aa1db208ae9e,BOSTON SCIENTIFIC CORP,1000000000.0,determine collateral scope,other,Credit Agreement,000088572526000017,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/885725/000088572526000017/bsx-20260226.htm
adjudication:2c459a8ea02ff379,Tennessee Valley Authority,1000000000.0,determine collateral scope,EX-10_exhibit,CREDIT AGREEMENT,000137698623000002,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1376986/000137698623000002/exhibit101fourthamendmentj.htm
adjudication:891e659c9c6d84fe,"ESSENTIAL PROPERTIES REALTY TRUST, INC.",1000000000.0,determine collateral scope,424B_prospectus,indenture,000162828026009167,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1728951/000162828026009167/essentialproperties-424b3f.htm
adjudication:fb9cfc4a9ea0bed6,STIFEL FINANCIAL CORP,1000000000.0,determine collateral scope,EX-10_exhibit,CREDIT AGREEMENT,000119312526037686,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/720672/000119312526037686/d899297dex101.htm
adjudication:b0156a770d4e5462,Sunoco LP,1000000000.0,determine collateral scope,8-K_body,Indenture,000119312525068752,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1552275/000119312525068752/d860324d8k.htm
adjudication:e63fb2127d27b013,Howmet Aerospace Inc.,1000000000.0,determine collateral scope,424B_prospectus,Credit Agreement,000110465926017583,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/4281/000110465926017583/tm266225-3_424b5.htm
adjudication:6e7a7b1eef908cd8,"Cheniere Energy Partners, L.P.",1000000000.0,determine collateral scope,EX-10_exhibit,Indenture,000119312525157626,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1383650/000119312525157626/d93966dex101.htm
adjudication:df933c9698ea45f2,TARGET CORP,1000000000.0,determine collateral scope,other,Credit Agreement,000002741925000121,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/27419/000002741925000121/tgt-20251009.htm
adjudication:f2a472565b759377,TARGET CORP,1000000000.0,determine collateral scope,other,Credit Agreement,000002741924000171,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/27419/000002741924000171/tgt-20241015.htm
adjudication:d9a9635e9718a75a,"Prologis, Inc.",1000000000.0,determine collateral scope,8-K_body,Credit Agreement,000119312526132661,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1045609/000119312526132661/d141690d8k.htm
adjudication:662ff53530eb54d6,METLIFE INC,1000000000.0,determine collateral scope,8-K_body,Indenture,000119312526076647,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1099219/000119312526076647/d88473d8k.htm
adjudication:6d7b13b0602d15a9,"ESSENTIAL PROPERTIES REALTY TRUST, INC.",1000000000.0,determine collateral scope,424B_prospectus,indenture,000162828026008574,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1728951/000162828026008574/essentialproperties-424b32.htm
adjudication:ed2a2b0bcf75487a,ROYAL GOLD INC,1000000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000008553525000092,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/85535/000008553525000092/ex101sixthamendmenttorevol.htm
adjudication:e8f81569b243035e,ABBOTT LABORATORIES,1000000000.0,determine collateral scope,EX-4_exhibit,Indenture,000110465926025240,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1800/000110465926025240/tm264905d8_ex4-2.htm
adjudication:cf440d00db708763,Energy Transfer LP,1000000000.0,determine collateral scope,424B_prospectus,Credit Agreement,000119312526012871,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1276187/000119312526012871/d933965d424b2.htm
adjudication:c475bf185bab2586,Howmet Aerospace Inc.,1000000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000000428126000012,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/4281/000000428126000012/ex10b_4q25.htm
adjudication:0706b0567bb8e051,CINTAS CORP,1000000000.0,determine collateral scope,other,Credit Agreement,000072325426000010,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/723254/000072325426000010/ctas-20260327.htm
adjudication:c21d0b0498e61934,"Prologis, Inc.",1000000000.0,determine collateral scope,8-K_body,Credit Agreement,000119312525125882,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1045609/000119312525125882/d214675d8k.htm
adjudication:221ab2ef6e2ba5f1,STRYKER CORP,1000000000.0,determine collateral scope,8-K_body,Indenture,000119312525023587,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/310764/000119312525023587/d907608d8k.htm
adjudication:dc249be47a6556ae,Adient plc,1000000000.0,determine collateral scope,other,Credit Agreement,000167054125000118,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1670541/000167054125000118/adnt-20251017.htm
adjudication:3199b0baab39c4d6,GLADSTONE LAND Corp,1000000000.0,determine collateral scope,424B_prospectus,indenture,000119312526174989,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1495240/000119312526174989/d103827d424b5.htm
adjudication:3971d898a4670fda,BIOGEN INC.,1000000000.0,determine collateral scope,EX-10_exhibit,CREDIT AGREEMENT,000087504523000009,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/875045/000087504523000009/exhibit103amendmenttocredi.htm
adjudication:fa0c3621ed3100da,TransDigm Group INC,1000000000.0,determine collateral scope,other,Credit Agreement,000126022126000020,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1260221/000126022126000020/tdg-20260209.htm
adjudication:93766597c70c04a6,NextDecade Corp,1000000000.0,determine recourse and guarantee scope,EX-10_exhibit,Indenture,000161272026000009,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1612720/000161272026000009/ex1093-4q25.htm
adjudication:7760857987331019,"Woodward, Inc.",1000000000.0,determine collateral scope,other,Credit Agreement,000119312526245352,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/108312/000119312526245352/wwd-20260527.htm
adjudication:ac77f2e1d780b8be,STRYKER CORP,1000000000.0,determine collateral scope,424B_prospectus,Indenture,000119312525019286,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/310764/000119312525019286/d150679d424b5.htm
